case_id,model,family,section,ground_truth,prediction,prediction_normalized,differentials,category,justification
18961.0,Qwen3.5 27B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis",c,"The prediction ""Recurrent pyogenic cholangiohepatitis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is LPAC syndrome."
18967.0,Qwen3.5 27B,on_device_base,Musculoskeletal system,Solitary bone plasmacytoma,Lymphoma,lymphoma,"Osteolytic metastasis, Pott’s disease, Solitary bone plasmacytoma, Lymphoma, Chronic osteomyelitis, Primary sarcoma",c,"The prediction ""Lymphoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Solitary bone plasmacytoma."""
18969.0,Qwen3.5 27B,on_device_base,Musculoskeletal system,Enchondroma,Low-grade chondrosarcoma,low-grade chondrosarcoma,"Low-grade chondrosarcoma, Tubercular dactylitis, Enchondroma, Brown tumour, Giant cell tumour",c,"The prediction ""Low-grade chondrosarcoma"" is a plausible differential diagnosis from the provided list, as it is a cartilaginous neoplasm that can be difficult to distinguish from enchondroma both radiologically and histologically, but it is the wrong diagnosis."
19002.0,Qwen3.5 27B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma",c,"The prediction ""Ganglioneuroma"" is a plausible differential diagnosis from the provided list, as it belongs to the same neuroblastic tumor spectrum as the ground truth ""Retroperitoneal ganglioneuroblastoma-intermixed,"" but it is the wrong specific entity."
19015.0,Qwen3.5 27B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas",c,"The prediction ""Malignant neoplasia"" is a plausible differential diagnosis that was on the provided list, but the correct diagnosis was ""Pulmonary amyloidosis."""
19021.0,Qwen3.5 27B,on_device_base,Abdominal imaging,Solitary fibrous tumour,Rectal gastrointestinal stromal tumour,rectal gastrointestinal stromal tumour,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma",c,"The prediction ""Rectal gastrointestinal stromal tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both GIST and solitary fibrous tumour are mesenchymal neoplasms that can present similarly, making this a clinically defensible but wrong choice."
19024.0,Qwen3.5 27B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia",c,"The prediction ""Usual interstitial pneumonia due to idiopathic pulmonary fibrosis"" is a plausible differential diagnosis on the provided list that shares the same UIP pattern but attributes it to the wrong underlying etiology (idiopathic pulmonary fibrosis instead of connective tissue disorder)."
19038.0,Qwen3.5 27B,on_device_base,Cardiovascular,Saw-tooth cardiomyopathy,Left ventricular noncompaction,left ventricular noncompaction,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy",c,"The prediction ""Left ventricular noncompaction"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Saw-tooth cardiomyopathy,"" and the model's selection, while clinically defensible given overlapping features, was incorrect."
19044.0,Qwen3.5 27B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome",c,"The prediction ""Huntington's disease"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Chorea-acanthocytosis,"" both of which present with chorea and neurodegeneration."
19058.0,Qwen3.5 27B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis",c,"The model selected ""Cholangiocarcinoma,"" which was on the provided differential diagnosis list and is a plausible but incorrect diagnosis, as the actual answer was a precursor lesion (intraductal papillary neoplasm with low-grade dysplasia) rather than frank malignancy."
19067.0,Qwen3.5 27B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome",c,"The prediction ""Langerhans cell histiocytosis"" is a plausible differential diagnosis that was on the provided list and can present with cystic lung disease, but it is incorrect as the ground truth is ""Cystic pulmonary tuberculosis."""
19081.0,Qwen3.5 27B,on_device_base,Neuroradiology,Uremic encephalopathy,Hypoglycaemic encephalopathy,hypoglycaemic encephalopathy,"Uremic encephalopathy, Hypoxic-ischaemic encephalopathy, Hypoglycaemic encephalopathy",c,"The prediction ""Hypoglycaemic encephalopathy"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Uremic encephalopathy""; both are metabolic encephalopathies, and the model selected the wrong one from the given options."
19089.0,Qwen3.5 27B,on_device_base,Neuroradiology,Spinal epidural abscess,Split hand/split foot malformation (SHFM),split handsplit foot malformation shfm,"Epidural haematoma, Postoperative spinal seroma, Disc herniation, Spinal epidural abscess, Metastatic spinal disease",d,"The prediction ""Split hand/split foot malformation (SHFM)"" is not on the differential diagnosis list, is anatomically and pathologically unrelated to spinal epidural abscess, and appears to be a hallucinated or erroneous entity."
19091.0,Qwen3.5 27B,on_device_base,Paediatric radiology,Neurocutaneous melanosis,Spinal epidural abscess,spinal epidural abscess,"Subacute haemorrhage, Neurocutaneous melanosis, Subacute ischaemia",d,"The prediction ""Spinal epidural abscess"" is not on the provided differential diagnosis list and is anatomically/pathologically unrelated to the correct diagnosis of neurocutaneous melanosis."
19092.0,Qwen3.5 27B,on_device_base,Chest imaging,Primary ciliary dyskinesia,Neurocutaneous melanosis,neurocutaneous melanosis,"Cystic fibrosis, Primary ciliary dyskinesia, Allergic bronchopulmonary aspergillosis (ABPA), Williams–Campbell syndrome",d,"The prediction ""Neurocutaneous melanosis"" is not on the provided differential diagnosis list and is anatomically/pathologically unrelated to the ground truth of Primary ciliary dyskinesia."
19094.0,Qwen3.5 27B,on_device_base,Paediatric radiology,Osteoblastoma,Primary ciliary dyskinesia,primary ciliary dyskinesia,"Osteoblastoma, Fibrous dysplasia, Telangiectatic osteosarcoma, Giant cell tumour, Ewing sarcoma",d,"The prediction ""Primary ciliary dyskinesia"" is not on the differential diagnosis list and is entirely unrelated to the bone tumor diagnoses under consideration."
19098.0,Qwen3.5 27B,on_device_base,Abdominal imaging,Plexiform neurofibroma,Osteoblastoma,osteoblastoma,"Lymphoma, Plexiform neurofibroma, Malignant peripheral nerve sheath tumour, Dermatofibrosarcoma protuberans, Ganglioneuroma, Gastrointestinal stromal tumour, Metastasis",d,"The prediction ""Osteoblastoma"" is not on the provided differential diagnosis list and is an unrelated bone tumor, making it an off-topic response."
19100.0,Qwen3.5 27B,on_device_base,Musculoskeletal system,Mycetoma foot,Plexiform neurofibroma,plexiform neurofibroma,"Mycetoma foot, Chronic bacterial osteomyelitis, Tuberculosis",d,"The prediction ""Plexiform neurofibroma"" is not on the provided differential diagnosis list and is pathologically unrelated to the ground truth ""Mycetoma foot."""
19101.0,Qwen3.5 27B,on_device_base,Neuroradiology,Neuro-Behçet’s disease,Mycetoma foot,mycetoma foot,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis",d,"""Mycetoma foot"" is a tropical infectious disease of the foot completely unrelated to the neurological/autoimmune conditions on the differential diagnosis list, indicating an off-topic or hallucinated response."
19110.0,Qwen3.5 27B,on_device_base,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma",c,"The prediction ""Retroperitoneal myxoid liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are soft tissue tumors that could present similarly, making the model's reasoning clinically defensible but wrong."
19114.0,Qwen3.5 27B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma",c,"The prediction ""Ependymoma"" is a plausible differential diagnosis that was on the provided list, as ependymomas can form rosettes and occur in similar CNS locations as RGNT, but it is the wrong specific diagnosis."
19116.0,Qwen3.5 27B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma",c,"The prediction ""Dysgerminoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Mixed malignant ovarian germ cell tumour,"" which may contain dysgerminoma as a component but represents a distinct diagnostic entity."
19119.0,Qwen3.5 27B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage",c,"The prediction ""Ewing sarcoma (or other small round blue cell tumour)"" is a plausible differential diagnosis from the provided list, as both it and the ground truth are small round blue cell tumours presenting in bone, but the model selected the wrong specific entity."
19138.0,Qwen3.5 27B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma",c,"The prediction ""Classical osteosarcoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was the more specific ""Chondroblastic osteosarcoma"" subtype; both are osteosarcomas, and the model's choice was clinically defensible given overlapping features but ultimately wrong."
19141.0,Qwen3.5 27B,on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis",c,"The prediction ""Haemorrhagic meningioma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are meningioma subtypes, yet the model selected the wrong specific entity from the available options."
19149.0,Qwen3.5 27B,on_device_base,Paediatric radiology,MASA syndrome,Tubulinopathy,tubulinopathy,"Rhombencephalosynapsis, MASA syndrome, Chiari type II malformation, Tubulinopathy, α-dystroglycanopathies (and Walker–Warburg syndrome), Acquired causes of congenital aqueductal stenosis",c,"The prediction ""Tubulinopathy"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer is ""MASA syndrome."""
19158.0,Qwen3.5 27B,on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour",c,"The prediction ""Dysplastic cerebellar gangliocytoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer was ""Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)."""
